StationId,State,Year,Month,Day,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
AP001,Andhra Pradesh,2017,11,24,Northeast Monsoon,71.36,115.75,1.75,20.65,12.4,12.19,0.1,10.76,109.26,0.17,5.92,,
AP001,Andhra Pradesh,2018,3,21,Pre-Summer,48.71,96.46,5.63,14.86,12.65,13.01,0.92,15.45,27.48,0.06,1.73,,
AP001,Andhra Pradesh,2018,4,6,Pre-Summer,29.89,71.75,5.08,9.62,9.25,9.17,0.87,10.34,20.63,0.0,1.12,,
AP001,Andhra Pradesh,2018,4,11,Pre-Summer,13.0,29.0,3.8,2.8,4.6,20.1,,,19.6,0.0,0.8,,
AP001,Andhra Pradesh,2018,4,12,Pre-Summer,9.25,35.45,4.7,4.6,6.48,9.06,0.54,6.2,21.66,0.0,0.89,,
AP001,Andhra Pradesh,2018,4,18,Pre-Summer,17.79,53.96,4.51,6.55,7.31,8.37,0.73,10.53,28.54,0.0,1.02,,
AP001,Andhra Pradesh,2018,4,20,Pre-Summer,24.83,67.21,3.41,6.22,6.25,10.45,0.56,15.16,30.26,0.0,0.82,,
AP001,Andhra Pradesh,2018,4,23,Pre-Summer,25.0,61.0,3.1,8.8,7.2,7.5,,,19.6,0.0,1.1,,
AP001,Andhra Pradesh,2018,4,24,Pre-Summer,23.35,91.83,4.6,7.1,7.6,7.8,0.62,11.15,34.95,0.0,0.52,,
AP001,Andhra Pradesh,2018,4,26,Pre-Summer,24.79,66.54,4.32,7.23,7.54,9.86,0.6,13.05,29.11,0.0,0.89,,
AP001,Andhra Pradesh,2018,4,30,Pre-Summer,28.85,64.52,3.84,5.51,6.23,6.12,0.45,5.93,32.05,0.0,0.68,,
AP001,Andhra Pradesh,2018,5,7,Unknown,17.0,50.0,3.6,12.1,9.4,18.0,,,54.9,0.1,0.3,,
AP001,Andhra Pradesh,2018,5,8,Unknown,29.12,74.4,3.36,10.7,8.42,10.16,0.54,17.55,53.09,0.07,5.08,,
AP001,Andhra Pradesh,2018,5,10,Unknown,19.06,43.83,5.12,9.93,9.48,9.06,0.54,8.34,51.0,0.05,0.47,,
AP001,Andhra Pradesh,2018,5,12,Unknown,21.4,54.19,4.04,8.19,7.82,9.19,0.57,9.63,56.23,0.32,0.3,,
AP001,Andhra Pradesh,2018,5,16,Unknown,22.44,55.03,4.24,10.94,9.25,9.46,1.31,7.48,40.74,0.28,0.05,,
AP001,Andhra Pradesh,2018,5,19,Unknown,43.35,103.42,2.84,10.57,7.94,10.89,,21.69,64.07,0.88,0.0,,
AP001,Andhra Pradesh,2018,5,21,Unknown,27.93,81.18,3.98,11.44,9.32,8.48,,11.16,51.06,0.2,0.0,,
AP001,Andhra Pradesh,2018,5,23,Unknown,20.52,77.6,4.36,11.91,10.02,11.75,0.25,7.92,79.94,0.14,0.0,,
AP001,Andhra Pradesh,2018,7,23,Southwest Monsoon,16.46,62.29,7.42,15.94,13.64,15.03,0.47,13.78,34.5,0.24,0.12,,
AP001,Andhra Pradesh,2018,8,6,Southwest Monsoon,17.79,72.48,5.56,14.87,12.57,16.48,0.42,11.28,30.9,0.16,0.14,,
AP001,Andhra Pradesh,2018,8,20,Southwest Monsoon,10.46,22.96,6.49,11.24,10.45,13.4,0.99,10.48,18.45,0.17,0.09,,
AP001,Andhra Pradesh,2018,8,23,Southwest Monsoon,11.44,32.62,3.08,12.02,8.9,12.88,0.74,8.98,33.9,0.1,0.08,,
AP001,Andhra Pradesh,2018,9,10,Southwest Monsoon,26.73,71.95,12.65,30.67,26.74,23.97,1.32,12.74,37.63,0.04,0.11,,
AP001,Andhra Pradesh,2018,9,17,Southwest Monsoon,27.69,49.21,7.18,27.31,20.52,19.1,1.56,9.59,40.29,0.04,0.07,,
AP001,Andhra Pradesh,2018,9,28,Southwest Monsoon,11.15,34.75,9.61,12.53,14.66,22.26,0.71,11.43,21.89,0.01,0.03,,
AP001,Andhra Pradesh,2018,10,3,Northeast Monsoon,13.11,41.43,8.07,14.11,14.6,16.96,0.79,19.9,43.39,0.04,0.06,,
AP001,Andhra Pradesh,2018,10,4,Northeast Monsoon,14.15,39.67,7.63,14.53,14.09,16.17,0.54,13.81,30.86,0.01,0.05,,
AP001,Andhra Pradesh,2018,10,8,Northeast Monsoon,53.52,122.89,14.4,35.17,30.56,16.36,1.44,13.94,52.71,0.06,0.08,,
AP001,Andhra Pradesh,2018,10,11,Northeast Monsoon,54.08,157.38,3.63,26.71,17.34,17.82,1.02,27.31,76.78,0.06,0.03,,
AP001,Andhra Pradesh,2018,10,22,Northeast Monsoon,72.23,183.25,7.73,41.66,28.64,15.61,1.21,38.88,44.59,0.09,0.15,,
AP001,Andhra Pradesh,2018,10,25,Northeast Monsoon,52.92,125.33,4.1,37.63,23.5,13.51,1.66,13.7,45.81,0.06,0.11,,
AP001,Andhra Pradesh,2018,11,1,Northeast Monsoon,17.62,37.38,5.59,35.39,21.13,15.23,0.6,12.5,37.06,0.0,0.02,,
AP001,Andhra Pradesh,2018,11,2,Northeast Monsoon,14.54,53.23,9.13,36.62,27.06,1.81,0.84,8.95,20.93,0.0,0.04,,
AP001,Andhra Pradesh,2018,11,8,Northeast Monsoon,43.23,97.64,5.87,48.0,30.5,0.75,0.84,15.03,36.26,0.01,0.07,,
AP001,Andhra Pradesh,2018,11,15,Northeast Monsoon,38.29,93.11,6.56,64.69,40.04,7.46,1.32,24.47,43.96,0.08,0.09,,
AP001,Andhra Pradesh,2018,11,16,Northeast Monsoon,15.69,43.67,15.32,46.68,37.45,8.41,0.73,10.63,18.09,0.01,0.06,,
AP001,Andhra Pradesh,2018,11,22,Northeast Monsoon,59.2,112.7,5.92,60.41,37.34,6.46,0.86,31.55,39.89,0.05,0.16,,
AP001,Andhra Pradesh,2018,11,23,Northeast Monsoon,56.0,112.5,11.95,87.35,58.15,4.5,1.43,13.65,59.8,0.1,0.1,,
AP001,Andhra Pradesh,2018,11,24,Northeast Monsoon,51.25,107.69,2.74,82.32,46.02,2.1,1.08,20.63,57.6,0.04,0.01,,
AP001,Andhra Pradesh,2018,11,25,Northeast Monsoon,78.19,183.0,5.87,78.98,46.8,3.41,1.32,19.96,50.12,0.05,0.08,,
AP001,Andhra Pradesh,2018,11,29,Northeast Monsoon,52.64,97.29,3.64,66.83,38.5,2.12,1.84,19.81,49.85,0.09,0.04,,
AP001,Andhra Pradesh,2018,11,30,Northeast Monsoon,60.52,154.02,6.73,81.64,48.91,6.0,0.9,39.76,33.93,0.05,0.17,,
AP001,Andhra Pradesh,2018,12,6,Winter,86.92,139.02,4.57,85.21,49.04,8.52,1.11,13.06,35.15,0.09,0.08,,
AP001,Andhra Pradesh,2018,12,13,Winter,76.94,160.28,6.68,79.86,47.92,15.05,0.97,18.13,29.35,0.1,0.16,,
AP001,Andhra Pradesh,2018,12,20,Winter,30.48,69.23,9.24,67.05,43.17,20.44,1.28,57.72,22.1,0.03,0.07,,
AP001,Andhra Pradesh,2018,12,27,Winter,50.45,87.25,5.44,51.24,31.68,21.42,0.89,10.45,27.83,0.0,0.01,,
AP001,Andhra Pradesh,2019,5,12,Unknown,41.0,122.0,1.15,37.0,20.6,5.35,0.78,23.6,37.05,0.45,3.7,,
AP001,Andhra Pradesh,2019,5,13,Unknown,36.14,103.71,1.82,19.59,12.05,6.69,0.78,23.1,45.48,0.17,1.68,,
AP001,Andhra Pradesh,2019,5,14,Unknown,40.41,102.09,1.99,21.47,13.17,4.15,0.5,25.09,43.31,0.06,1.6,,
AP001,Andhra Pradesh,2019,5,22,Unknown,32.3,85.04,2.18,18.38,11.7,3.7,0.79,27.47,41.48,0.11,1.27,,
AP001,Andhra Pradesh,2019,7,24,Southwest Monsoon,9.92,23.28,2.09,7.06,5.44,3.02,0.32,9.04,24.9,0.11,0.85,,
AP001,Andhra Pradesh,2019,7,25,Southwest Monsoon,11.23,25.46,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,,
AP001,Andhra Pradesh,2019,8,14,Southwest Monsoon,24.25,52.38,4.37,15.26,11.85,10.3,1.31,12.16,35.45,0.21,2.75,,
AP001,Andhra Pradesh,2019,8,27,Southwest Monsoon,14.0,42.0,6.39,22.75,17.3,9.73,0.55,6.44,32.56,0.18,1.24,,
AP001,Andhra Pradesh,2019,10,7,Northeast Monsoon,21.0,34.78,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,,
AP005,Andhra Pradesh,2016,7,1,Southwest Monsoon,44.92,82.5,16.75,56.96,40.24,62.45,1.0,38.67,10.45,6.43,12.5,,
AP005,Andhra Pradesh,2016,7,5,Southwest Monsoon,17.0,68.0,7.32,25.08,17.66,15.8,0.66,20.08,30.54,2.96,7.8,,
AP005,Andhra Pradesh,2016,7,6,Southwest Monsoon,30.54,77.06,17.73,44.73,35.0,13.88,0.99,9.0,30.3,5.98,11.53,,
AP005,Andhra Pradesh,2016,7,21,Southwest Monsoon,2.0,57.56,3.77,13.46,9.35,13.88,0.7,11.33,49.86,2.74,6.61,,
AP005,Andhra Pradesh,2016,7,22,Southwest Monsoon,21.8,85.88,16.24,56.24,39.49,14.99,1.19,23.29,33.72,7.22,12.08,,
AP005,Andhra Pradesh,2016,7,24,Southwest Monsoon,,103.9,19.88,60.35,44.21,2.5,1.2,32.99,40.39,5.43,9.03,,
AP005,Andhra Pradesh,2016,9,5,Southwest Monsoon,43.77,101.71,10.42,32.96,23.82,8.17,0.66,25.75,45.94,5.66,9.01,,
AP005,Andhra Pradesh,2016,9,20,Southwest Monsoon,23.1,46.12,6.67,14.08,11.92,10.99,0.6,10.69,32.1,3.34,7.72,,
AP005,Andhra Pradesh,2016,10,13,Northeast Monsoon,51.4,107.77,6.57,39.39,26.03,10.81,0.84,13.92,57.18,4.93,9.8,,
AP005,Andhra Pradesh,2016,10,17,Northeast Monsoon,61.38,115.67,7.47,39.92,25.08,16.18,0.89,13.44,59.75,4.46,8.62,,
AP005,Andhra Pradesh,2016,12,26,Winter,78.21,127.14,9.69,40.06,24.78,15.44,1.38,12.02,84.24,5.78,9.21,,
AP005,Andhra Pradesh,2017,3,27,Pre-Summer,41.75,105.5,5.1,21.47,7.79,6.6,0.34,8.8,14.47,1.6,3.88,,
AP005,Andhra Pradesh,2017,3,28,Pre-Summer,33.09,116.29,25.71,17.8,30.29,8.99,1.94,18.5,12.87,4.68,10.19,,
AP005,Andhra Pradesh,2017,4,10,Pre-Summer,43.29,90.62,20.94,12.27,22.22,17.5,2.62,16.4,10.55,5.23,10.37,,
AP005,Andhra Pradesh,2017,4,12,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,13,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,14,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,15,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,16,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,17,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,18,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,19,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,20,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,21,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,22,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,23,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,24,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,25,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,26,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,27,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,28,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,29,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,4,30,Pre-Summer,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,1,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,2,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,3,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,4,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,5,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,6,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,7,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,8,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,9,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,10,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,11,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,12,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,13,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,14,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,15,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,16,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,17,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,18,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,19,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,20,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,21,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,22,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,23,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,24,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,25,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,26,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,27,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,28,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,29,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,30,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,5,31,Unknown,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,1,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,2,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,3,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,4,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,5,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,6,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,7,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,8,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,9,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,10,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,11,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,12,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,13,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,14,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,15,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,16,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,17,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,18,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,19,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,20,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,21,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,22,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,23,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,24,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,25,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,26,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,27,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,28,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,29,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,6,30,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,1,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,2,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,3,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,4,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,5,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,6,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,7,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,8,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,9,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,10,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,11,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,12,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,13,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,14,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,15,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,16,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,17,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,18,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,19,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,20,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,21,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,22,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,23,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,24,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,25,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,26,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,27,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,28,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,29,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,30,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,7,31,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,1,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,2,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,3,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,4,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,5,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,6,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,7,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,8,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,9,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,10,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,11,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,12,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,13,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,14,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,15,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,16,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,17,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,18,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,19,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,20,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,21,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,22,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,23,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,24,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,25,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,26,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,27,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,28,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,29,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,30,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,8,31,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,1,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,2,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,3,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,4,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,5,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,6,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,7,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,8,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,9,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,10,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,11,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,12,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,13,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,14,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,15,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
AP005,Andhra Pradesh,2017,9,16,Southwest Monsoon,,,,,0.0,,0.0,,,0.0,0.0,,
