StationId,State,Year,Month,Day,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Predicted_AQI
0,0,2018,9,17,4,27.69,49.21,7.18,27.31,20.52,19.1,1.56,9.59,40.29,0.04,0.07,94.55
0,0,2018,9,28,4,11.15,34.75,9.61,12.53,14.66,22.26,0.71,11.43,21.89,0.01,0.03,51.65
0,0,2018,10,3,1,13.11,41.43,8.07,14.11,14.6,16.96,0.79,19.9,43.39,0.04,0.06,75.1
0,0,2018,10,4,1,14.15,39.67,7.63,14.53,14.09,16.17,0.54,13.81,30.86,0.01,0.05,59.2
0,0,2018,10,8,1,53.52,122.89,14.4,35.17,30.56,16.36,1.44,13.94,52.71,0.06,0.08,141.05
0,0,2018,10,11,1,54.08,157.38,3.63,26.71,17.34,17.82,1.02,27.31,76.78,0.06,0.03,155.4
0,0,2018,10,22,1,72.23,183.25,7.73,41.66,28.64,15.61,1.21,38.88,44.59,0.09,0.15,155.3
0,0,2018,10,25,1,52.92,125.33,4.1,37.63,23.5,13.51,1.66,13.7,45.81,0.06,0.11,131.1
0,0,2018,11,1,1,17.62,37.38,5.59,35.39,21.13,15.23,0.6,12.5,37.06,0.0,0.02,71.0
0,0,2018,11,2,1,14.54,53.23,9.13,36.62,27.06,1.81,0.84,8.95,20.93,0.0,0.04,75.95
0,0,2018,11,8,1,43.23,97.64,5.87,48.0,30.5,0.75,0.84,15.03,36.26,0.01,0.07,101.1
0,0,2018,11,15,1,38.29,93.11,6.56,64.69,40.04,7.46,1.32,24.47,43.96,0.08,0.09,105.7
0,0,2018,11,16,1,15.69,43.67,15.32,46.68,37.45,8.41,0.73,10.63,18.09,0.01,0.06,58.3
0,0,2018,11,22,1,59.2,112.7,5.92,60.41,37.34,6.46,0.86,31.55,39.89,0.05,0.16,106.8
0,0,2018,11,23,1,56.0,112.5,11.95,87.35,58.15,4.5,1.43,13.65,59.8,0.1,0.1,136.65
0,0,2018,11,24,1,51.25,107.69,2.74,82.32,46.02,2.1,1.08,20.63,57.6,0.04,0.01,127.0
0,0,2018,11,25,1,78.19,183.0,5.87,78.98,46.8,3.41,1.32,19.96,50.12,0.05,0.08,136.75
0,0,2018,11,29,1,52.64,97.29,3.64,66.83,38.5,2.12,1.84,19.81,49.85,0.09,0.04,126.6
0,0,2018,11,30,1,60.52,154.02,6.73,81.64,48.91,6.0,0.9,39.76,33.93,0.05,0.17,137.8
0,0,2018,12,6,7,86.92,139.02,4.57,85.21,49.04,8.52,1.11,13.06,35.15,0.09,0.08,223.65
0,0,2018,12,13,7,76.94,160.28,6.68,79.86,47.92,15.05,0.97,18.13,29.35,0.1,0.16,162.5
0,0,2018,12,20,7,30.48,69.23,9.24,67.05,43.17,20.44,1.28,57.72,22.1,0.03,0.07,95.55
0,0,2018,12,27,7,50.45,87.25,5.44,51.24,31.68,21.42,0.89,10.45,27.83,0.0,0.01,95.5
0,0,2019,5,12,8,41.0,122.0,1.15,37.0,20.6,5.35,0.78,23.6,37.05,0.45,3.7,119.85
0,0,2019,5,13,8,36.14,103.71,1.82,19.59,12.05,6.69,0.78,23.1,45.48,0.17,1.68,106.0
0,0,2019,5,14,8,40.41,102.09,1.99,21.47,13.17,4.15,0.5,25.09,43.31,0.06,1.6,107.1
0,0,2019,5,22,8,32.3,85.04,2.18,18.38,11.7,3.7,0.79,27.47,41.48,0.11,1.27,100.9
0,0,2019,7,24,4,9.92,23.28,2.09,7.06,5.44,3.02,0.32,9.04,24.9,0.11,0.85,36.05
0,0,2019,7,25,4,11.23,25.46,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,45.85
0,0,2019,8,14,4,24.25,52.38,4.37,15.26,11.85,10.3,1.31,12.16,35.45,0.21,2.75,89.35
0,0,2019,8,27,4,14.0,42.0,6.39,22.75,17.3,9.73,0.55,6.44,32.56,0.18,1.24,60.6
0,0,2019,10,7,1,21.0,34.78,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,55.4
1,0,2016,7,1,4,44.92,82.5,16.75,56.96,40.24,62.45,1.0,38.67,10.45,6.43,12.5,108.0
1,0,2016,7,5,4,17.0,68.0,7.32,25.08,17.66,15.8,0.66,20.08,30.54,2.96,7.8,82.75
1,0,2016,7,6,4,30.54,77.06,17.73,44.73,35.0,13.88,0.99,9.0,30.3,5.98,11.53,83.95
1,0,2016,7,21,4,2.0,57.56,3.77,13.46,9.35,13.88,0.7,11.33,49.86,2.74,6.61,77.1
1,0,2016,7,22,4,21.8,85.88,16.24,56.24,39.49,14.99,1.19,23.29,33.72,7.22,12.08,107.1
1,0,2016,7,24,4,56.15,103.9,19.88,60.35,44.21,2.5,1.2,32.99,40.39,5.43,9.03,120.35
1,0,2016,9,5,4,43.77,101.71,10.42,32.96,23.82,8.17,0.66,25.75,45.94,5.66,9.01,102.8
1,0,2016,9,20,4,23.1,46.12,6.67,14.08,11.92,10.99,0.6,10.69,32.1,3.34,7.72,60.35
1,0,2016,10,13,1,51.4,107.77,6.57,39.39,26.03,10.81,0.84,13.92,57.18,4.93,9.8,139.7
1,0,2016,10,17,1,61.38,115.67,7.47,39.92,25.08,16.18,0.89,13.44,59.75,4.46,8.62,129.55
1,0,2016,12,26,7,78.21,127.14,9.69,40.06,24.78,15.44,1.38,12.02,84.24,5.78,9.21,163.6
1,0,2017,3,27,3,41.75,105.5,5.1,21.47,7.79,6.6,0.34,8.8,14.47,1.6,3.88,100.65
1,0,2017,3,28,3,33.09,116.29,25.71,17.8,30.29,8.99,1.94,18.5,12.87,4.68,10.19,125.35
1,0,2017,4,10,3,43.29,90.62,20.94,12.27,22.22,17.5,2.62,16.4,10.55,5.23,10.37,128.05
1,0,2017,4,12,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.05
1,0,2017,4,13,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.05
1,0,2017,4,14,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.4
1,0,2017,4,15,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.4
1,0,2017,4,16,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.4
1,0,2017,4,17,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.55
1,0,2017,4,18,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.55
1,0,2017,4,19,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.55
1,0,2017,4,20,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,88.3
1,0,2017,4,21,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,88.3
1,0,2017,4,22,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,88.3
1,0,2017,4,23,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,88.3
1,0,2017,4,24,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,88.3
1,0,2017,4,25,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,86.35
1,0,2017,4,26,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,85.45
1,0,2017,4,27,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,85.45
1,0,2017,4,28,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,87.35
1,0,2017,4,29,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,87.35
1,0,2017,4,30,3,56.15,70.91,,27.18,0.0,9.17,0.0,9.05,30.88,0.0,0.0,87.35
1,0,2017,5,1,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,104.35
1,0,2017,5,2,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,3,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,4,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,5,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,6,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,7,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,103.7
1,0,2017,5,8,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,99.25
1,0,2017,5,9,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,99.25
1,0,2017,5,10,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,11,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,12,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,13,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,14,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,15,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,16,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.25
1,0,2017,5,17,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,18,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,19,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,20,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,21,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,22,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,23,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,24,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,101.4
1,0,2017,5,25,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,99.55
1,0,2017,5,26,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,98.65
1,0,2017,5,27,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,96.55
1,0,2017,5,28,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,96.55
1,0,2017,5,29,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,96.55
1,0,2017,5,30,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,96.55
1,0,2017,5,31,8,56.15,76.31,,27.18,0.0,8.77,0.0,9.05,30.88,0.0,0.0,96.55
1,0,2017,6,1,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,110.05
1,0,2017,6,2,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,6,3,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,6,4,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,6,5,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,6,6,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,6,7,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,6,8,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,6,9,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,6,10,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,11,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,12,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,13,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,14,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,15,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,16,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,17,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,18,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,6,19,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,20,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,21,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,22,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,23,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,24,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,6,25,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.15
1,0,2017,6,26,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,101.15
1,0,2017,6,27,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,6,28,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,6,29,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,6,30,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,7,1,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,110.05
1,0,2017,7,2,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,7,3,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,7,4,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,7,5,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,7,6,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,7,7,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,7,8,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,7,9,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,7,10,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,11,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,12,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,13,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,14,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,15,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,16,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,17,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,18,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,7,19,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,20,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,21,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,22,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,23,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,24,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,7,25,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.15
1,0,2017,7,26,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,101.15
1,0,2017,7,27,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,7,28,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,7,29,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,7,30,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,100.0
1,0,2017,7,31,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,98.7
1,0,2017,8,1,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,110.05
1,0,2017,8,2,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,8,3,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,8,4,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.05
1,0,2017,8,5,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,8,6,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,8,7,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,107.35
1,0,2017,8,8,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,8,9,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.25
1,0,2017,8,10,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,11,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,12,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,13,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,14,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,15,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,16,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,17,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,18,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.25
1,0,2017,8,19,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,20,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,21,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,22,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,23,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,24,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,105.1
1,0,2017,8,25,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,103.15
1,0,2017,8,26,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,101.05
1,0,2017,8,27,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,99.9
1,0,2017,8,28,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,99.9
1,0,2017,8,29,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,99.9
1,0,2017,8,30,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,99.9
1,0,2017,8,31,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,98.6
1,0,2017,9,1,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,109.4
1,0,2017,9,2,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,108.4
1,0,2017,9,3,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,108.4
1,0,2017,9,4,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,108.4
1,0,2017,9,5,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,106.7
1,0,2017,9,6,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,106.7
1,0,2017,9,7,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,106.7
1,0,2017,9,8,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,102.6
1,0,2017,9,9,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,102.6
1,0,2017,9,10,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,11,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,12,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,13,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,14,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,15,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,16,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,17,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,18,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.6
1,0,2017,9,19,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.45
1,0,2017,9,20,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.45
1,0,2017,9,21,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.45
1,0,2017,9,22,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.45
1,0,2017,9,23,4,56.15,78.35,,27.18,0.0,11.07,0.0,9.05,30.88,0.0,0.0,104.45
